label,Near earth,Magnitude,Eccentricity,Semi-major axis (AU),Perihelion distance (AU),Rotation period (s)
Koyamachuya(UC45),N,13.6,0.0693,2.2829,2.1247,
Koyo(VF2),N,13.3,0.087,2.7792,2.5375,
Kozelsky(YU2),N,13.1,0.2022,3.0836,2.46,
Kozlovskij(RP3),N,13.3,0.0629,2.7444,2.5718,12862.8
Kozyrev(PJ),N,12.5,0.2272,2.306,1.782,25905.6
Kraft(YC),N,11.7,0.2552,2.7354,2.0373,33627.6
Kraklingbo(ER9),N,12.9,0.1519,3.1403,2.6634,27237.6
Krakow(SE144),N,13.4,0.216,2.7953,2.1915,30384
Kramer(SE1),N,12.5,0.1669,3.19,2.6576,
Kranjc(MC),N,13.7,0.2406,2.3127,1.7564,14283.684
Krasetin(SF),N,12.2,0.1518,3.0471,2.5844,423918
Krasheninnikov(HP18),N,12.9,0.2089,3.1604,2.5001,
Krasinsky(PR),N,12.1,0.2008,3.1333,2.5042,65462.4
Krasnogolovets(SM5),N,13.1,0.0303,2.6732,2.5922,17643.6
Krasnoyarsk(SW144),N,13.1,0.2121,3.9672,3.1258,
Krat(TO),N,10.4,0.1002,3.2105,2.8889,34596
Kraus(SB3),N,13.8,0.0823,2.7123,2.489,
Kravtsov(UY6),N,13.5,0.2538,2.6313,1.9634,6840
Kremenia(SX2),N,13.6,0.1418,2.6214,2.2497,
Kremsmunster(RT),N,13.3,0.0749,2.8803,2.6646,13924.224
Kresak(AB),N,11.4,0.0185,3.0511,2.9946,114177.6
Kresilas(P-L),N,12.8,0.2178,2.7639,2.1618,
Kressida(ATF),N,11.3,0.1854,2.2818,1.8587,42985.44
Kressmannia(AFG),N,11.4,0.2016,2.1926,1.7505,16070.4
Krethon(EO11),N,10.1,0.0498,5.1796,4.9217,43344
Kreusa(AMC),N,8,0.1585,3.1696,2.6671,117522
Kriemhild(ASA),N,9.3,0.1217,2.8611,2.513,16372.08
Krikalev(VU14),N,12.8,0.1028,3.0605,2.7459,
Krimigis(UH),N,13.3,0.2976,2.6997,1.8962,
Kring(HH3),N,12.7,0.1134,3.1205,2.7668,
Krinov(QD5),N,13,0.15,2.259,1.9203,60156
Krisbecker(XK),N,13.4,0.1194,2.86,2.5184,12279.6
Kristensen(QC),N,13.1,0.0649,2.2433,2.0979,29199.6
Krivan(XW127),N,12.7,0.1312,2.5964,2.2556,11944.8
Kroemer(SS24),N,13.9,0.1291,2.8509,2.4828,
Krogh(HA),N,12.9,0.2026,3.1541,2.5151,
Kron(EC),N,12.2,0.112,2.6443,2.348,82944
Kronk(LG35),N,13.2,0.0234,2.9982,2.9281,
Kronstadt(QY1),N,12.9,0.2662,2.5361,1.861,
Krosigk(P-L),N,13.8,0.0955,2.656,2.4024,
Kruszelnicki(LX),N,13.7,0.0847,3.0413,2.7836,
Kryl(QJ),N,12.7,0.1748,3.2156,2.6534,
Krylania(VK12),N,12.5,0.1343,3.2091,2.7782,
Krylov(UP6),N,12.3,0.1627,2.3331,1.9536,293400
Krystofharant(JD),N,13.5,0.0684,3.0801,2.8694,9075.6
Kryukov(RM),N,13.3,0.1486,3.1992,2.7237,59580
Ksana(TM),N,13,0.3304,2.8696,1.9214,12363.12
Kubisova(AO1),N,13.4,0.0955,2.6286,2.3777,
Kubokawa(AT1),N,13.5,0.1425,2.3325,2,
Kudo(BS3),N,13.9,0.0267,2.676,2.6046,
Kudogou(SB1),N,12.4,0.1586,3.177,2.673,
Kuffner(VB5),N,13.1,0.0545,3.0619,2.895,
Kuga(XO),N,12.5,0.05,2.3788,2.2599,19983.6
Kugultinov(BA1),N,11.8,0.1659,3.1828,2.6548,30348
Kuiper(P-L),N,11.2,0.0165,3.1021,3.0507,
Kukai(CO),N,12.1,0.0584,3.0231,2.8466,
Kukarkin(PH),N,11.3,0.3134,2.936,2.0157,491040
Kukkamaki(UX),N,11.8,0.0405,2.4821,2.3815,14616
Kuklov(VD5),N,12.5,0.128,2.6551,2.3152,
Kukucin(TV6),N,13.5,0.1872,2.5595,2.0803,
Kuldiga(ES14),N,12.9,0.113,3.0186,2.6775,
Kulibin(RG6),N,12.9,0.0434,2.8751,2.7502,
Kulik(PS3),N,13,0.215,2.4464,1.9203,28800
Kulikov(UG1),N,12.1,0.0686,2.8775,2.6801,13795.2
Kulin(AC),N,11.9,0.0503,2.8644,2.7202,333277.2
Kuma(XT),N,12.9,0.0342,2.7408,2.647,34920
Kumakiri(CU),N,12.2,0.1072,3.0127,2.6897,
Kumamoto(VX5),N,13.7,0.0534,2.5375,2.4019,
Kumiko(VW),N,12.9,0.096,3.1931,2.8865,
Kumon(DN1),N,12.5,0.1229,2.5916,2.273,26964
Kundera(QE),N,13.6,0.2099,2.5412,2.0077,
Kundry(AYA),N,12.2,0.1093,2.2317,1.9877,45378
Kunigunde(ARB),N,10.4,0.1762,3.1323,2.5802,33714
Kuniji(XH),N,12.9,0.1375,2.7648,2.3847,
Kunikov(SL2),N,13.3,0.1407,2.1789,1.8723,77220
Kunimoto(WB3),N,13.2,0.0942,2.7477,2.4888,
Kunming(UO2),N,11.7,0.2419,3.1181,2.3639,
Kuopio(XD),N,10.5,0.1042,2.6253,2.3519,35845.2
Kupe(P-L),N,13.7,0.0578,2.8377,2.6737,
Kuprin(QP8),N,12.5,0.1781,3.1557,2.5936,33264
Kurashiki(XL1),N,13.9,0.2429,2.7167,2.0567,
Kurchatov(RY),N,11.6,0.1096,3.1097,2.7687,43200
Kurchenko(OG),N,11.4,0.1203,2.7683,2.4352,31039.2
Kuritariku(UF1),N,13.4,0.1118,2.3537,2.0904,175856.4
Kurland(UB7),N,13.4,0.0676,3.0851,2.8765,
Kurohone(AB),N,13.2,0.0498,2.8745,2.7315,22842
Kurtlindstrom(BK5),N,13.1,0.1496,3.1938,2.7159,
Kusaka(HL),N,13.5,0.2039,2.6061,2.0746,347400
Kuscynskyj(VG),N,13.4,0.1789,3.1671,2.6005,
Kushida(DB),N,13.4,0.1041,2.2631,2.0276,11980.8
Kushiro(VC),N,12.7,0.1511,2.809,2.3847,
Kustaanheimo(BF),N,12,0.1333,2.3903,2.0716,15487.2
Kutafin(SJ7),N,13.7,0.1352,2.9318,2.5353,
Kutaissi(QR),N,10.6,0.0632,2.8612,2.6803,12960
Kutuzov(NT),N,11.6,0.1412,3.1923,2.7415,
Kuwana(DA1),N,11.8,0.0782,3.0488,2.8104,18709.2
Kuwano(FP1),N,13.1,0.2594,2.5905,1.9186,26521.2
Kuzbass(FH),N,12,0.138,3.1166,2.6865,
Kuznetsov(XE1),N,12.4,0.0807,2.2779,2.0941,18111.6
Kvasnica(JH),N,12.6,0.1661,2.6136,2.1795,48312
Kwasan(XE),N,12.6,0.1012,2.3827,2.1415,20422.8
Kyogoku(BA2),N,12.6,0.0376,2.8661,2.7584,
Kyokuchiken(FS),N,13.1,0.1441,2.7229,2.3305,
Kyoto(UW1),N,11.7,0.1956,2.7644,2.2237,78966.72
Kypria(AQF),N,10.1,0.076,3.0134,2.7843,51418.8
Kythera(AOF),N,8.7,0.1183,3.418,3.0135,29232
Kyusakamoto(SV1),N,12.5,0.0472,2.8331,2.6993,11710.8
L'Aquila(OO2),N,12.7,0.1418,3.1472,2.7009,
Laban(FT32),N,13,0.0855,2.9399,2.6885,
LaBillardiere(PO5),N,13.4,0.1543,3.2082,2.7133,22450.356
Labrecque(BR7),N,13.6,0.281,2.3212,1.6689,29880
Labs(UD),N,13.1,0.1774,2.6256,2.1598,13968.36
Lacadiera(ASA),N,9.8,0.0959,2.2522,2.0363,49320
Lacd'Orient(OQ),N,13,0.1771,2.6473,2.1785,42516
Lacerda(EH21),N,13.2,0.0357,3.209,3.0945,25876.8
Lachesis(AGB),N,7.8,0.052,3.1186,2.9564,167583.6
LaCondamine(NA4),N,13.4,0.0734,2.8947,2.6821,
Lacrimosa(AUB),N,9.2,0.0119,2.8928,2.8584,50706
Lacroute(VA),N,12.7,0.1921,3.1049,2.5084,
Lada(EC1),N,12.3,0.0877,2.4747,2.2577,30085.2
Ladoga(UP),N,11.7,0.0733,2.8525,2.6434,98064
Laertes(SA2),N,10.7,0.031,5.1399,4.9804,32940
Laetitia(ACA),N,6.1,0.1115,2.7689,2.4603,18496.8
Lafontaine(EJ2),N,12.2,0.1318,3.3467,2.9056,
Lagerkvist(CL),N,12.2,0.1037,2.796,2.5061,20260.8
Lagerros(QC3),N,11.8,0.1672,2.8454,2.3696,11076.84
Lagrangea(ARU),N,11.3,0.3574,3.1428,2.0195,70189.2
Lagrula(BA),N,12.4,0.1128,2.2144,1.9645,21175.2
LaHarpe(UX4),N,13,0.0767,2.9879,2.7587,
Lahti(SK1),N,11.8,0.2354,3.1028,2.3723,208800
Laichinglung(HE38),N,13.5,0.0814,3.0431,2.7954,17035.2
LakePlacid(OH),N,12.8,0.024,3.4987,3.4146,
Lalage(AGJ),N,12.1,0.1556,2.2554,1.9043,12042
Lallaward(HK),N,13.8,0.0856,2.557,2.3381,
Lallement(PO14),N,12.5,0.0887,2.9702,2.7067,27511.848
Lamberta(AGB),N,8.3,0.2413,2.7271,2.0691,38412
Lambrecht(VL2),N,12.7,0.072,2.4712,2.2933,
Lameia(ALA),N,10.3,0.0658,2.4708,2.3083,42883.2
Lampedusa(BH),N,13.9,0.1752,2.3591,1.9458,
Lampert(RC5),N,12.8,0.0968,3.0037,2.7129,
Lampetia(AVC),N,8.4,0.3304,2.7801,1.8614,138438
Lampland(RJ),N,11.7,0.0974,3.0188,2.7248,127436.4
Lampos(T-1),N,12.3,0.1006,5.2299,4.704,
Lancelot(P-L),N,12.6,0.1981,3.1561,2.5307,
Landau(GA),N,12,0.1169,3.1647,2.7946,69120
Landgraf(WL),N,11.7,0.1275,3.1467,2.7455,
Landi(AF),N,11.7,0.167,2.6126,2.1763,14360.4
Landis(MH2),N,13.9,0.1185,3.1624,2.7877,
Landstreet(BL21),N,12.5,0.1289,3.1824,2.772,
Lane(PC),N,12.1,0.3018,2.8703,2.0041,125100
Langevin(OD4),N,12.5,0.0635,2.7343,2.5608,
Langley(BH4),N,11.7,0.185,3.1517,2.5687,34200
Langres(GH5),N,13.9,0.1359,3.1905,2.7569,26352
Lanna(TM3),N,13.6,0.234,2.6814,2.0539,
Lanusei(HP1),N,12.8,0.125,3.1714,2.775,
Lanzerotti(FC2),N,12.6,0.0723,2.6156,2.4265,
Lanzia(AOA),N,8.7,0.0583,3.1127,2.9311,31068
Laocoon(VG6),N,10.2,0.1281,5.2296,4.5597,40723.2
Laodica(ADC),N,9.2,0.1007,3.1548,2.8372,16941.6
Laomedon(T-3),N,10.6,0.102,5.1751,4.6473,
Laon(WP4),N,12.7,0.0898,2.7709,2.5221,20152.908
Lapalma(DM),N,12.6,0.0717,2.2886,2.1245,20558.736
LaPaz(AUD),N,10.6,0.0756,3.0981,2.8639,32392.8
LaPerouse(RX6),N,13,0.0926,3.0431,2.7614,
Lapko(BQ),N,12.3,0.0988,3.1289,2.8199,
Laplace(RU4),N,11.1,0.1173,2.644,2.3337,32457.6
LaPlata(AHB),N,10.9,0.0279,2.8899,2.8092,55116
Lappajarvi(DV),N,11.1,0.1785,3.0833,2.533,32558.4
Lappeenranta(FM),N,11.6,0.1578,2.3994,2.0207,54684
Laputa(PC),N,10.4,0.2286,3.1347,2.418,35281.44
Laques(FC),N,13.1,0.064,2.9934,2.8019,
Larink(UZ),N,12.2,0.1464,3.1978,2.7296,
Larion(FE1),N,12.8,0.0566,1.988,1.8756,302400
Larissa(AC),N,9.5,0.1061,3.9262,3.5098,23457.6
Larryevans(ET15),N,13.4,0.0696,2.7448,2.5539,
Larsbergknut(EQ18),N,13.8,0.1878,3.121,2.5349,
LasCasas(SN8),N,13.9,0.0386,2.6495,2.5471,
LasCruces(VH22),N,12.9,0.1769,3.183,2.6198,
LaSerena(YL1),N,12.6,0.1383,3.1172,2.6861,
LaSilla(UH),N,13.3,0.1168,2.5357,2.2394,111600
Lasorda(LA),N,13,0.1878,2.6463,2.1492,
Lassell(DZ),N,11.7,0.0791,3.0064,2.7686,18043.2
Lasvergnas(UA4),N,12.9,0.1667,2.8842,2.4035,
Latona(AOA),N,8.3,0.107,3.0172,2.6943,22294.8
Latvia(OP),N,10.3,0.1715,2.6448,2.1913,34380
Lau(FM19),N,12.6,0.2186,2.935,2.2934,
Laugier(EB),N,11.7,0.0899,2.8462,2.5902,28871.64
Laupheim(TD3),N,12.1,0.2089,3.1269,2.4737,25344
Laura(AAA),N,10.8,0.1063,2.9457,2.6326,254268
Laurajones(SW292),N,13.7,0.0943,2.9707,2.6905,
Laurel(OK),N,11.4,0.0703,2.5604,2.3804,77400
Laurenbacall(DS6),N,12.1,0.0827,3.1319,2.8729,17805.6
Laurentia(AHB),N,8.9,0.1815,3.0145,2.4673,42726.96
Lausanna(HC),N,12.5,0.1591,2.2367,1.8808,9893.16
Lautaro(HR),N,10.8,0.1452,3.3371,2.8526,62676
Laval(SR3),N,12.6,0.1264,3.1441,2.7467,
Laverna(FL),N,10.9,0.192,3.1434,2.5397,33296.4
Laviolette(QS44),N,13.1,0.0754,2.7651,2.5567,48996
Lavoisier(SD1),N,12.9,0.0343,2.903,2.8034,
Lavonne(UD),N,12,0.1796,2.2264,1.8265,14161.68
Lavrentina(SW2),N,12.1,0.1115,3.2013,2.8443,
Lavrov(PZ3),N,11.8,0.1035,2.7313,2.4487,46648.8
Lawrence(TU),N,12.8,0.3625,2.7563,1.757,
Lazarev(QX2),N,11.7,0.0816,3.2218,2.959,
Lazaridis(VM12),N,13.3,0.1811,3.1813,2.6051,
Lazowski(SK262),N,13.8,0.0898,3.1648,2.8806,
Leavitt(T-2),N,13.2,0.093,2.8562,2.5905,
Lebedev(UQ),N,11.9,0.1362,3.2172,2.7789,
Lebedinskij(WK),N,12.9,0.1033,2.4028,2.1546,
Lebofsky(RL2),N,12.3,0.1386,2.7417,2.3617,21488.4
Lebon(EH7),N,13.2,0.1646,2.6408,2.2061,
Lecacheux(RA30),N,12.9,0.0282,2.3672,2.3004,30297.6
Lecar(GC),N,12,0.1066,2.7572,2.4632,11432.88
LeCorre(EL24),N,13.5,0.061,2.912,2.7344,
LeCreusot(XQ2),N,13.3,0.0868,2.7248,2.4882,
Leda(AAA),N,8.5,0.1547,2.7386,2.3149,46216.8
Lederle(CD),N,11.8,0.132,2.7273,2.3674,64260
Ledzeppelin(WE1),N,11.9,0.1007,3.0083,2.7052,29497.68
Leechaohsi(QR69),N,13.3,0.2145,3.1291,2.458,22755.6
Leetsungdao(SB1),N,13.1,0.3065,2.3925,1.6591,12380.4
Leeuwenhoek(FE1),N,12.8,0.1822,2.5482,2.0838,
Legia(FB),N,11.2,0.1785,3.1373,2.5774,31294.8
Lehigh(AXB),N,9.3,0.123,3.0116,2.6411,46407.6
Lejsturojr(FL15),N,13.6,0.1262,3.0375,2.6542,
Lellouch(QB4),N,12.4,0.04,3.1677,3.0408,
Leloir(DA),N,12,0.1028,2.6321,2.3616,
Lemaitre(WA),N,12.6,0.3482,2.3923,1.5592,41050.8
Lemeshev(RY5),N,13.5,0.1572,2.5739,2.1691,
Lemke(FE2),N,13,0.1612,3.0015,2.5176,20512.8
Lemonnier(US3),N,13.6,0.161,3.1552,2.6473,
Lena(AMA),N,11.3,0.1482,2.6865,2.2882,21052.8
Lenagoryunova(RL7),N,13.8,0.2394,2.6657,2.0274,
Lenau(QW1),N,13.3,0.0984,2.958,2.6669,
Lene(XJ),N,12,0.1511,2.6986,2.2907,
Lenham(AR),N,12.9,0.1255,3.146,2.7513,20242.8
Leningrad(UD1),N,11.5,0.1801,3.158,2.5893,19065.6
Lennon(AY),N,13,0.0807,2.3617,2.1711,493200
Leocadia(AVC),N,12.8,0.2063,2.4615,1.9537,24732
Leoconnolly(LC),N,12.7,0.1861,2.6113,2.1254,18396
Leogoldberg(UJ2),N,12.6,0.1333,2.7029,2.3426,36362.448
Leona(ATA),N,10.2,0.2165,3.404,2.6669,1548000
Leonardo(EG19),N,13.8,0.1807,2.3514,1.9264,27086.4
Leonce(DB),N,12.2,0.1497,2.3744,2.0189,15570
Leonidarosino(CR7),N,13.1,0.1131,2.5987,2.3049,18006.84
Leonidas(P-L),N,13.7,0.222,2.68,2.0851,
Leonisis(ADB),N,12.9,0.088,2.2537,2.0554,20081.88
Leonora(ABD),N,9.5,0.2503,3.1692,2.3761,96827.04
Leonov(TL1),N,12.7,0.1043,3.0825,2.761,
Leonrisoldi(OA),N,13.8,0.0849,2.3272,2.1297,
Leonteus(TE3),N,8.8,0.0893,5.2185,4.7528,20235.6
Leontina(ATC),N,9.6,0.0693,3.204,2.9818,24429.24
Leopoldina(AKD),N,9.6,0.148,3.0548,2.6027,50814
Lepage(YM),N,12.9,0.0287,2.296,2.2302,
LePoole(T-2),N,13.8,0.2351,2.4631,1.8841,45178.2
Lermontov(ST1),N,11.3,0.1621,3.1308,2.6232,15638.4
Lesire(BQ3),N,12.7,0.1999,2.6807,2.1447,
Leskov(VP3),N,12.4,0.1709,3.226,2.6746,108000
Lesleymartin(RG9),N,13.1,0.1669,3.1243,2.6028,
Lesliegreen(LG),N,12,0.0637,3.0205,2.8281,25030.8
Lesnaya(VY4),N,12.3,0.1719,2.7806,2.3027,
Lespaul(LP14),N,13.9,0.1194,3.2017,2.8193,
Lestone(SW1),N,13.8,0.1025,2.5891,2.3239,10155.6
Lesya(QV),N,12.5,0.0766,2.162,1.9964,33180.48
Letaba(HG),N,9.7,0.1555,2.8649,2.4195,117864
Leto(AHB),N,6.9,0.1852,2.7824,2.2672,53452.8
Letunov(VB15),N,13.7,0.13,2.1847,1.9007,
Leucocephala(T-2),N,13.5,0.1449,3.1029,2.6531,
Leucopsis(T-1),N,13.9,0.1233,3.0953,2.7137,
Leucura(T-2),N,13.4,0.1456,3.0953,2.6446,19944
Leucus(TS25),N,10.9,0.0643,5.2923,4.9518,1604635.2
Leukippos(PS4),N,12.6,0.1048,2.9801,2.6677,
Leukothea(AHA),N,8.6,0.2253,2.9942,2.3196,114840
Leuschneria(QA),N,11,0.13,3.0797,2.6793,43470
Levary(QF70),N,12.7,0.0834,3.203,2.936,
Leverrier(RC),N,13.3,0.206,2.2097,1.7545,28855.152
Levi-Strauss(OR8),N,13.4,0.2491,3.9565,2.9708,
Leviathan(WF1),N,12.4,0.3216,3.1584,2.1428,
Levitan(YA9),N,13.1,0.1267,2.3605,2.0616,20210.508
LevTolstoj(RU5),N,12.5,0.1534,2.6061,2.2063,
Levy(QS),N,12.9,0.1847,2.3454,1.9124,9676.44
LewAllen(MO),N,13.6,0.118,1.9215,1.6948,16661.88
Lewiscarroll(AO),N,10.7,0.1873,3.973,3.2288,88740
Lewispearce(OJ),N,11.8,0.2593,2.8487,2.1102,84589.2
Lexell(SV2),N,12.8,0.0797,2.1719,1.9987,19594.44
Lexington(NA),N,13.6,0.178,2.631,2.1627,
Leyla(XA),N,13.4,0.2971,2.3508,1.6523,11152.8
Lhasa(US),N,13.4,0.1328,2.7638,2.3968,38532.6
Li(APC),N,10.2,0.1735,3.1284,2.5855,25945.2
Libby(EE2),N,13.1,0.0511,2.4101,2.287,471801.6
Libera(AWB),N,10.3,0.2467,2.6548,1.9999,21211.2
Liberatrix(ARA),N,8.8,0.0779,2.7437,2.5298,14284.8
Liberia(BD),N,11.9,0.2183,2.3385,1.8279,11109.6
Libitina(FC),N,11.9,0.1917,2.6008,2.1023,477756
Libourel(EE45),N,13.5,0.0375,2.7283,2.6261,27259.2
Libussa(AYA),N,8.3,0.1372,2.7963,2.4127,33219.36
Libya(HJ),N,9.1,0.1021,3.9756,3.5699,50580
Lictoria(FB),N,9.5,0.1239,3.1825,2.7883,30821.76
Lidaksum(AK1),N,11.4,0.1185,3.1732,2.7971,28850.4
Lidiya(XY1),N,12.8,0.2176,2.3912,1.8708,2556000
Lidov(FV1),N,11.3,0.0383,3.4394,3.3076,
Liebe(JD),N,13.9,0.0307,2.7249,2.6412,50000.4
Liedeke(WC8),N,12.8,0.0156,2.8545,2.8098,
Lieske(WB1),N,13.3,0.158,2.2672,1.9091,378000
Lievetruwant(OB9),N,13.3,0.1838,2.76,2.2528,
Lifeson(SX3),N,13.4,0.2151,2.5871,2.0306,3168
Liguria(ABE),N,8.3,0.2405,2.7554,2.0927,114123.6
Liia(AT3),N,12.3,0.0451,3.0721,2.9337,45392.4
Lijiang(YN22),N,13.1,0.0383,2.7232,2.6189,
Lilaea(ADA),N,8.9,0.1447,2.7535,2.355,43351.2
Lilio(CB),N,12.3,0.1559,2.3713,2.0016,10911.6
Lilith(CQ),N,11.3,0.195,2.6654,2.1457,54118.8
Lilium(AAE),N,10.8,0.0853,2.9013,2.6538,88560
Liller(NJ),N,11.5,0.0635,3.0877,2.8917,
Lilliana(AHD),N,9.9,0.1485,3.1947,2.7203,28202.4
Lilofee(ARV),N,10.8,0.1598,3.1412,2.6393,29718
Liloketai(VM1),N,12.3,0.2443,3.1212,2.3587,56289.6
Limburgia(RV),N,12,0.1892,3.0832,2.4998,18000
Limorenko(UZ9),N,13.8,0.201,2.7868,2.2266,
Limpopo(LB),N,12.1,0.1544,2.3525,1.9894,23929.2
Limporyen(UA1),N,13.8,0.1576,2.4356,2.0517,
Lina(ABC),N,9.7,0.1974,3.1333,2.5147,58788
LindaSusan(JW1),N,11.7,0.0543,3.0021,2.8389,31399.92
Lindbladia(DF),N,12.8,0.1847,2.3737,1.9352,39488.4
Lindbloom(AY4),N,12.8,0.0797,2.3973,2.2063,19512
Lindelof(WC),N,10.9,0.2829,2.7637,1.9818,112143.6
Lindemannia(AQH),N,10.3,0.0279,3.1918,3.1026,73872
Lindgren(RH),N,12.3,0.2795,3.1578,2.2752,20210.4
Lindstrom(SO1),N,11.6,0.1148,3.0137,2.6679,33303.96
Link(YS),N,11.6,0.1579,2.9261,2.4641,44535.6
Linnaeus(SL9),N,13,0.1549,3.1783,2.6858,
Linsley(HE),N,12.9,0.2084,2.5566,2.0239,33192
Lintott(CL1),N,12.5,0.1604,2.5983,2.1815,11242.8
Linzerag(SD2),N,13.3,0.119,2.7804,2.4494,
Linzexu(LO),N,12.6,0.1766,2.5623,2.1099,10458
Linzia(QD),N,9.9,0.0653,3.1257,2.9215,79974
Lioba(AFC),N,10.4,0.1109,2.5346,2.2536,139320
Lion-Stoppato(FJ63),N,13.6,0.0883,3.0681,2.7971,14724
Lipperhey(HX147),N,13.3,0.0596,3.9832,3.7458,
Lipperta(AWN),N,10.3,0.1772,3.1371,2.5812,5907600
Lipschutz(GJ),N,12.8,0.1346,2.377,2.057,77832
Liriope(ABB),N,9.6,0.0727,3.5083,3.2532,26470.8
Liroma(XL1),N,12.8,0.2396,2.3525,1.7887,284400
Lisbeth(VD),N,12.6,0.1553,3.1446,2.6563,164319.12
Lise(JM),N,11.7,0.0717,2.7588,2.5612,56488.32
Liseleje(KQ),N,13.9,0.1187,2.6781,2.3601,69800.4
Lisitsa(RR),N,13.2,0.207,2.7838,2.2076,
List'ev(SN1),N,12,0.198,3.1044,2.4897,
Liu(GS),N,13.5,0.2071,2.2349,1.772,26510.4
Livesey(MK),N,12.7,0.1824,2.6993,2.207,
Livius(SV163),N,12.9,0.0377,3.0221,2.9083,
Lixiaohua(UO),N,12.7,0.2127,3.1668,2.4931,
Ljuba(TD),N,9.8,0.0701,3.0064,2.7956,121680
Lobachevskij(QL),N,12,0.0784,2.6985,2.4869,19486.8
Lobelia(RA),N,12.3,0.208,2.4029,1.9031,
Locarno(YA),N,11.7,0.1563,2.378,2.0063,396000
Lockwood(PT),N,13.6,0.1997,2.6646,2.1325,
Loden(XQ),N,13.5,0.1298,2.26,1.9666,10508.04
Lodewijk(P-L),N,12.6,0.0587,2.9129,2.7418,24336
Lohengrin(T-2),N,13.9,0.2274,3.0734,2.3746,
Lohja(GD),N,11.9,0.196,2.4222,1.9473,13710.24
Lohmann(PO),N,13.2,0.2103,2.1979,1.7357,50599.44
Lohnert(TC2),N,13.3,0.2827,2.7396,1.9652,59140.8
Loke(SJ5),N,12.9,0.2386,2.9152,2.2197,
Lokrume(RL10),N,13.8,0.0968,2.9303,2.6468,
Lola(AUK),N,11.7,0.2193,2.3989,1.8729,22341.6
Lomia(ARB),N,8,0.0268,2.993,2.9129,32857.2
LomnickyStit(XM),N,11.9,0.1009,2.994,2.6918,
Lomonosowa(FC),N,10.9,0.091,2.5242,2.2945,88156.8
LONEOS(RT),N,13,0.0877,2.6887,2.453,
Longtom(YL),N,11.7,0.1679,3.1756,2.6423,
Lonnrot(SA1),N,12.5,0.1964,2.2485,1.8069,
Loos(AL1),N,13.7,0.132,2.6506,2.3006,
Lopez-Moreno(OC60),N,12.4,0.1014,3.4354,3.0871,
Lopez(SU9),N,12.7,0.1809,3.1015,2.5403,
Loral(TS1),N,12.5,0.1841,3.0888,2.5201,
Lorbach(VD),N,10.8,0.047,3.0904,2.9452,
Lorcia(QL),N,11.1,0.0625,3.0101,2.8219,31959.36
Loreley(APA),N,7.8,0.0854,3.1273,2.86,26013.6
Lorenz(AFA),N,12.3,0.1904,2.5531,2.0669,42876
Lorenzalevy(SW60),N,11.8,0.069,3.2237,3.0011,305964
Loretta(UC),N,11.1,0.1251,3.124,2.7331,85968
Lorraine(WA),N,10,0.0711,3.0928,2.8728,74556
Lorre(QJ),N,11.7,0.2762,2.7456,1.9873,93600
Losaka(NS),N,11,0.2255,2.6651,2.064,24840
Lossignol(KN),N,12.5,0.1511,3.2055,2.7211,
Lotis(AWB),N,10,0.1231,2.6076,2.2867,48877.2
Louhi(RT),N,13,0.1582,2.6927,2.2667,
Louise(CS),N,13.2,0.0366,2.1632,2.0841,13708.8
Louispharailda(CE),N,12.7,0.2498,2.7342,2.0511,
Louvre(QW1),N,12,0.0804,3.0247,2.7814,10573.2
Louwman(T-1),N,13.9,0.048,2.9083,2.7686,
Lova(AHB),N,10.3,0.1483,2.7041,2.3031,148024.8
Lowe(TL2),N,11.5,0.1179,3.1806,2.8054,59724
Lowengrub(RG),N,11.3,0.1013,3.2285,2.9015,35150.4
Lozere(DQ13),N,13.5,0.1033,3.0452,2.7308,
LPL(LP),N,13.9,0.168,3.1373,2.6101,
Luanda(OB),N,11.7,0.1834,2.6199,2.1394,14907.6
Lubomir(QN),N,12.8,0.2062,2.7676,2.1969,
LubosPerek(AR),N,12,0.1025,3.0235,2.7136,
Lucataliano(QH3),N,13.8,0.2323,2.6545,2.0378,
Luce(SH),N,11.4,0.0587,2.542,2.3927,25034.76
Lucerna(RB),N,13,0.2267,2.6268,2.0312,57097.584
Lucferreira(CY96),N,13.8,0.1061,2.7892,2.4932,
Lucia(ACA),N,9.6,0.1312,3.143,2.7306,28213.56
Lucidor(VE),N,11.4,0.1435,2.6915,2.3054,14684.76
Lucienne(SD),N,12,0.0904,2.4615,2.2391,33516
Lucifer(UA),N,11,0.1417,2.8994,2.4887,47001.6
Lucina(ALC),N,8.4,0.067,2.7173,2.5352,66805.2
Lucretia(AUC),N,12,0.1321,2.1883,1.8992,15652.8
Lucubratio(CB),N,12,0.2428,3.2037,2.4257,43561.944
Luda(QF),N,10.8,0.1122,2.5638,2.2761,24706.8
Luderic(WL),N,12.3,0.0469,3.0219,2.8801,
Ludibunda(QF7),N,12.8,0.2386,2.7466,2.0914,
Ludmilla(AQH),N,8.1,0.2039,2.7694,2.2048,27781.2
Ludolfschultz(DB1),N,12.7,0.2622,3.1001,2.2873,
Ludovica(AHB),N,9.9,0.0333,2.5293,2.4452,32148
Lugano(WD),N,11.7,0.1375,2.6758,2.308,70743.6
Lugduna(RC1),N,12.2,0.1869,2.1859,1.7774,19717.2
Luginbuhl(SL3),N,13.2,0.2,2.2403,1.7923,9675.468
Lugmair(EY26),N,12.8,0.0837,3.1905,2.9235,
